_ID,X,Y
2,1182,416
2,1182,417
2,1181,417
2,1181,418
2,1182,418
2,1183,418
2,1183,419
2,1183,420
2,1182,420
2,1183,421
2,1182,421
2,1181,420
2,1181,421
2,1181,422
2,1180,422
2,1180,423
2,1181,423
2,1180,424
2,1179,425
2,1178,425
2,1178,426
2,1177,426
2,1176,426
2,1175,426
2,1174,425
2,1173,425
2,1172,425
2,1171,425
2,1170,425
2,1170,424
2,1169,424
2,1169,423
2,1169,422
2,1168,422
2,1168,421
2,1169,421
2,1169,420
2,1168,420
2,1167,420
2,1167,419
2,1166,419
2,1165,419
2,1165,420
2,1164,419
2,1164,420
2,1163,420
2,1162,419
2,1161,418
2,1160,418
2,1159,419
2,1158,419
2,1157,419
2,1156,418
2,1154,417
2,1153,417
2,1153,416
2,1154,416
2,1152,416
2,1151,416
2,1150,416
2,1149,416
2,1149,417
2,1149,418
2,1149,419
2,1149,420
2,1148,420
2,1148,421
2,1149,421
2,1148,422
2,1147,421
2,1146,421
2,1145,421
2,1145,420
2,1144,419
2,1143,419
2,1142,418
2,1142,417
2,1142,416
2,1142,415
2,1141,415
2,1140,415
2,1139,415
2,1139,414
2,1139,413
2,1140,412
2,1140,413
2,1139,412
2,1139,411
2,1138,411
2,1140,410
2,1140,409
2,1141,409
2,1140,408
2,1141,408
2,1141,407
2,1140,406
2,1141,406
2,1141,405
2,1140,405
2,1139,405
2,1138,405
2,1137,404
2,1136,404
2,1135,403
2,1134,403
2,1133,403
2,1133,404
2,1132,404
2,1130,404
2,1129,403
2,1128,402
2,1127,402
2,1126,402
2,1126,403
2,1125,403
2,1124,403
2,1123,403
2,1123,402
2,1122,402
2,1122,401
2,1121,400
2,1120,398
2,1120,397
2,1119,397
2,1119,396
2,1118,396
2,1117,396
2,1116,396
2,1115,397
2,1114,396
2,1115,396
2,1114,395
2,1114,394
2,1113,394
2,1112,394
2,1111,394
2,1111,395
2,1112,395
2,1111,396
2,1110,396
2,1110,395
2,1109,395
2,1107,394
2,1107,393
2,1106,393
2,1106,392
2,1106,394
2,1105,394
2,1104,394
2,1104,393
2,1103,393
2,1103,394
2,1102,394
2,1102,395
2,1101,395
2,1101,394
2,1102,393
2,1101,392
2,1100,392
2,1099,392
2,1099,391
2,1098,391
2,1097,391
2,1097,389
2,1096,389
2,1096,388
2,1095,388
2,1094,388
2,1094,387
2,1093,387
2,1093,386
2,1092,386
2,1091,386
2,1091,385
2,1090,384
2,1090,383
2,1089,382
2,1090,381
2,1091,381
2,1090,380
2,1090,379
2,1089,379
2,1089,380
2,1088,380
2,1088,379
2,1088,378
2,1088,377
2,1087,377
2,1086,377
2,1085,377
2,1084,377
2,1083,377
2,1083,376
2,1081,376
2,1081,377
2,1080,377
2,1080,378
2,1078,378
2,1077,379
2,1076,379
2,1075,379
2,1074,379
2,1074,380
2,1073,381
2,1072,382
2,1071,382
2,1071,381
2,1070,381
2,1068,382
2,1067,382
2,1066,383
2,1065,383
2,1065,384
2,1066,384
2,1067,386
2,1067,387
2,1068,388
2,1070,390
2,1069,391
2,1068,391
2,1068,392
2,1068,393
2,1068,394
2,1067,394
2,1066,394
2,1066,393
2,1065,393
2,1064,393
2,1063,393
2,1063,392
2,1063,391
2,1062,391
2,1062,392
2,1061,392
2,1061,391
2,1061,390
2,1060,390
2,1060,389
2,1059,388
2,1059,387
2,1058,386
2,1059,386
2,1059,385
2,1058,385
2,1058,384
2,1058,383
2,1059,383
2,1058,382
2,1058,381
2,1058,380
2,1058,379
2,1058,378
2,1057,378
2,1056,378
2,1056,377
2,1054,377
2,1053,377
2,1052,377
2,1051,376
2,1050,376
2,1050,375
2,1048,375
2,1047,375
2,1046,375
2,1045,375
2,1044,375
2,1043,375
2,1043,374
2,1042,374
2,1039,376
2,1038,376
2,1037,378
2,1034,378
2,1034,379
2,1034,381
2,1035,382
2,1035,383
2,1034,384
2,1039,386
2,1040,389
2,1042,389
2,1042,391
2,1041,393
2,1041,394
2,1039,395
2,1038,395
2,1034,393
2,1033,393
2,1033,392
2,1032,392
2,1031,392
2,1030,391
2,1026,392
2,1025,393
2,1022,392
2,1020,391
2,1018,391
2,1019,390
2,1021,389
2,1019,387
2,1018,387
2,1017,387
2,1016,387
2,1015,387
2,1014,388
2,1013,388
2,1013,389
2,1012,389
2,1012,390
2,1011,390
2,1010,390
2,1009,390
2,1008,390
2,1008,391
2,1009,391
2,1009,392
2,1008,392
2,1009,393
2,1008,394
2,1006,394
2,1005,394
2,1005,395
2,1003,395
2,1003,396
2,1003,397
2,1002,397
2,1000,397
2,998,399
2,995,399
2,996,401
2,999,402
2,1000,404
2,1002,406
2,1002,407
2,1001,409
2,1000,409
2,997,409
2,996,408
2,992,409
2,990,408
2,989,408
2,986,405
2,983,405
2,984,408
2,984,409
2,983,409
2,982,410
2,980,411
2,977,414
2,976,415
2,978,417
2,972,428
2,973,428
2,974,428
2,975,428
2,975,427
2,976,427
2,977,427
2,978,427
2,979,427
2,980,427
2,981,427
2,982,427
2,983,427
2,983,426
2,984,426
2,985,426
2,986,426
2,987,426
2,988,426
2,989,426
2,990,426
2,991,426
2,992,426
2,993,426
2,994,426
2,995,426
2,996,426
2,997,426
2,998,426
2,999,426
2,1000,426
2,1001,426
2,1002,426
2,1003,426
2,1003,427
2,1004,427
2,1005,427
2,1006,427
2,1007,427
2,1008,427
2,1009,427
2,1010,427
2,1010,426
2,1011,426
2,1012,426
2,1013,426
2,1014,426
2,1015,426
2,1015,425
2,1016,425
2,1017,425
2,1018,425
2,1019,425
2,1019,424
2,1020,424
2,1020,423
2,1021,422
2,1024,421
2,1025,422
2,1026,422
2,1027,422
2,1030,420
2,1034,419
2,1035,419
2,1038,418
2,1039,418
2,1041,418
2,1045,419
2,1045,417
2,1047,416
2,1049,417
2,1050,416
2,1052,417
2,1053,417
2,1053,418
2,1056,419
2,1057,419
2,1065,422
2,1066,422
2,1068,423
2,1070,423
2,1073,424
2,1075,425
2,1076,424
2,1077,424
2,1078,424
2,1079,424
2,1080,424
2,1081,424
2,1082,424
2,1082,425
2,1083,425
2,1083,424
2,1084,424
2,1085,424
2,1086,424
2,1087,424
2,1088,424
2,1089,424
2,1090,424
2,1090,425
2,1092,424
2,1093,424
2,1094,424
2,1094,425
2,1095,425
2,1096,425
2,1097,425
2,1097,426
2,1098,426
2,1099,426
2,1101,426
2,1101,427
2,1102,427
2,1103,427
2,1104,427
2,1104,428
2,1105,428
2,1105,429
2,1106,429
2,1107,430
2,1107,431
2,1108,431
2,1108,432
2,1109,432
2,1109,433
2,1110,433
2,1111,433
2,1111,434
2,1112,434
2,1113,434
2,1114,434
2,1114,435
2,1115,435
2,1116,435
2,1116,436
2,1117,436
2,1118,436
2,1118,437
2,1119,437
2,1120,437
2,1120,438
2,1119,438
2,1119,439
2,1118,440
2,1117,440
2,1117,441
2,1116,441
2,1116,442
2,1115,442
2,1115,443
2,1114,443
2,1114,444
2,1115,444
2,1115,445
2,1115,446
2,1116,446
2,1116,447
2,1116,448
2,1117,448
2,1117,449
2,1117,450
2,1118,450
2,1119,450
2,1119,451
2,1120,451
2,1121,451
2,1122,451
2,1123,451
2,1124,451
2,1125,451
2,1125,450
2,1126,450
2,1126,449
2,1127,449
2,1128,449
2,1128,448
2,1129,448
2,1130,448
2,1131,448
2,1132,448
2,1133,448
2,1134,448
2,1135,448
2,1136,448
2,1136,447
2,1137,448
2,1138,448
2,1138,449
2,1139,449
2,1140,449
2,1141,449
2,1141,450
2,1142,450
2,1143,451
2,1144,451
2,1144,452
2,1145,452
2,1145,453
2,1145,454
2,1147,454
2,1148,454
2,1149,454
2,1150,454
2,1152,454
2,1154,454
2,1156,454
2,1157,455
2,1159,456
2,1160,456
2,1160,457
2,1161,457
2,1162,457
2,1163,458
2,1163,459
2,1162,459
2,1163,460
2,1164,461
2,1165,462
2,1166,462
2,1166,463
2,1167,463
2,1168,463
2,1168,464
2,1169,464
2,1171,464
2,1172,464
2,1173,464
2,1174,464
2,1174,465
2,1174,466
2,1175,466
2,1176,466
2,1176,465
2,1177,465
2,1178,465
2,1179,465
2,1179,466
2,1180,466
2,1181,466
2,1181,467
2,1182,467
2,1183,467
2,1184,467
2,1185,467
2,1186,467
2,1187,467
2,1188,467
2,1188,468
2,1189,468
2,1189,467
2,1190,467
2,1191,467
2,1191,466
2,1192,467
2,1192,466
2,1193,466
2,1194,466
2,1195,466
2,1196,466
2,1197,466
2,1198,466
2,1198,467
2,1199,467
2,1199,468
2,1199,469
2,1198,469
2,1199,470
2,1198,470
2,1198,471
2,1197,472
2,1196,472
2,1196,473
2,1195,473
2,1194,474
2,1193,474
2,1193,475
2,1194,475
2,1192,475
2,1191,475
2,1191,476
2,1191,477
2,1188,478
2,1186,480
2,1185,480
2,1184,480
2,1183,480
2,1182,480
2,1181,480
2,1180,480
2,1179,480
2,1178,480
2,1175,478
2,1174,476
2,1171,478
2,1169,479
2,1168,479
2,1167,479
2,1165,478
2,1164,478
2,1163,479
2,1161,478
2,1160,477
2,1159,477
2,1156,479
2,1156,480
2,1155,481
2,1158,483
2,1158,485
2,1161,488
2,1160,489
2,1167,498
2,1171,497
2,1172,497
2,1172,496
2,1173,496
2,1174,496
2,1175,496
2,1178,495
2,1178,496
2,1179,496
2,1180,496
2,1181,496
2,1181,497
2,1182,497
2,1183,497
2,1183,498
2,1184,498
2,1185,498
2,1185,499
2,1186,499
2,1187,500
2,1187,499
2,1188,500
2,1189,500
2,1190,500
2,1191,500
2,1192,500
2,1192,501
2,1193,501
2,1193,502
2,1193,503
2,1194,503
2,1193,504
2,1192,503
2,1192,504
2,1191,504
2,1192,505
2,1193,505
2,1193,506
2,1194,506
2,1194,507
2,1195,507
2,1195,508
2,1195,509
2,1196,509
2,1196,510
2,1197,510
2,1197,511
2,1198,511
2,1198,512
2,1197,512
2,1198,513
2,1199,513
2,1199,514
2,1200,514
2,1200,515
2,1201,515
2,1201,516
2,1200,516
2,1201,517
2,1202,517
2,1203,517
2,1203,518
2,1204,518
2,1205,518
2,1205,519
2,1206,519
2,1207,519
2,1207,520
2,1207,521
2,1208,521
2,1208,522
2,1207,522
2,1208,523
2,1207,523
2,1206,523
2,1206,524
2,1207,524
2,1207,525
2,1207,526
2,1206,526
2,1205,526
2,1204,526
2,1203,526
2,1202,526
2,1201,526
2,1200,526
2,1200,527
2,1201,527
2,1200,528
2,1201,528
2,1202,528
2,1202,529
2,1203,529
2,1204,529
2,1204,530
2,1205,530
2,1205,531
2,1206,531
2,1207,531
2,1207,532
2,1208,532
2,1208,533
2,1209,533
2,1210,533
2,1211,533
2,1212,533
2,1213,533
2,1214,533
3,964,427
3,961,426
3,961,424
3,960,421
3,961,420
3,960,419
3,959,418
3,957,418
3,956,419
3,955,419
3,954,418
3,950,418
3,948,417
3,947,416
3,946,416
3,944,414
3,941,412
3,938,409
3,936,406
3,935,405
3,934,405
3,933,405
3,929,405
3,929,401
3,928,399
3,928,397
3,929,395
3,929,393
3,930,392
3,929,392
3,929,391
3,928,391
3,927,391
3,926,391
3,925,391
3,925,390
3,924,390
3,923,390
3,922,390
3,921,390
3,920,389
3,919,389
3,918,389
3,917,389
3,916,388
3,914,388
3,913,388
3,912,388
3,911,387
3,910,387
3,909,387
3,908,387
3,906,387
3,906,386
3,905,386
3,905,385
3,904,385
3,902,384
3,901,384
3,902,383
3,903,381
3,904,381
3,905,380
3,905,379
3,904,379
3,904,378
3,905,378
3,905,377
3,906,377
3,907,377
3,908,376
3,909,376
3,909,375
3,910,375
3,911,375
3,911,374
3,911,373
3,912,373
3,912,372
3,913,372
3,913,371
3,913,370
3,912,370
3,911,370
3,910,370
3,910,369
3,909,369
3,908,369
3,908,368
3,907,368
3,907,367
3,907,366
3,908,366
3,909,366
3,910,365
3,910,364
3,911,364
3,910,363
3,911,363
3,911,362
3,911,361
3,910,361
3,909,360
3,908,360
3,908,361
3,907,361
3,906,361
3,905,362
3,905,361
3,904,361
3,903,361
3,903,362
3,902,362
3,901,362
3,901,363
3,900,363
3,900,362
3,899,361
3,897,361
3,895,362
3,894,362
3,893,363
3,892,363
3,891,363
3,890,363
3,889,364
3,888,364
3,888,363
3,887,364
3,886,364
3,886,365
3,885,364
3,885,365
3,884,365
3,883,365
3,882,365
3,881,364
3,880,364
3,879,364
3,878,364
3,877,364
3,876,363
3,875,364
3,874,364
3,873,364
3,872,363
3,871,363
3,870,363
3,869,363
3,868,363
3,867,363
3,867,362
3,866,362
3,865,362
3,864,362
3,862,362
3,862,361
3,862,360
3,861,360
3,861,359
3,861,358
3,860,358
3,858,358
3,857,358
3,856,357
3,856,356
3,855,357
3,854,357
3,853,358
3,852,358
3,852,357
3,850,357
3,849,357
3,848,356
3,847,356
3,845,355
3,844,355
3,843,354
3,842,354
3,841,354
3,840,354
3,839,354
3,838,354
